酒名,酒廠,url,年分,產地,酒精度,照片url,內容,評論,價錢
"Glenburgie 16 Years Old 1995 Old Malt Cask (50%, Douglas Laing, Refill HH #8005, 304 Bottles, 2012)", Glenburgie distillery,https://thewhiskyphiles.com/2020/06/13/glenburgie-16-years-old-1995-old-malt-cask-50-douglas-laing-refill-hh-8005-304-bottles-2012/, 16 Years Old,Scotch, 50%,https://thewhiskyphiles.files.wordpress.com/2020/06/glenburgie-16-year-old-1995-cask-8005-old-malt-cask-douglas-laing-whisky.jpg,"This is a sixteen year old bottling of Glenburgie from Douglas Laing’s Old Malt Cask range. Glenburgie is one of the principle ingredients in the famous Ballantine’s Blend however it is a great single malt in its own right.The Old Malt Cask range began as a release of fifty bottlings in 1998 to commemorate Douglas Laing’s fiftieth anniversary. Today they offer many, many more. All bottlings in the range are non-chill filtered and contain no naughty colouring.Official tasting notes:Nose: The nose is like walking though the countryside with barley, hay and corn aromas wafting up out of the glass. Then there are crab apples and aromatic herbs.Palate: Pears, rhubarb crumble and a little lemon juice.Finish: Lemon curd, orange zest and toasted wholemeal bread.Overall: It’s always interesting to try a component of a famous blend but it’s much more fun if it tastes as good as this!","Part of a trio of Glenburgie’s that came my way in quick succession. This was bottled as part of the Old Malt Cask series whilst still owned by Douglas Laing. Distilled April 1995 and bottled January 2012.My tasting notes:Appearance: Dark gold (8/20) quick, medium-fine tears and strong legs.Nose: Dusty and musty fruit, pez sweeties, dry sherbet, fruity Edinburgh rock, bonbons, mixed orchard and berry fruits, biscuity cereals, jelly, peach, apricot, honey and golden syrup.Taste: Rich and rounded on the palate, jelly fruits, jelly tot sweeties, apple, banana, melon, kiwi, green melon balls, lemon windowlene, refreshing and cleansing on the palate, pith and zest and spice, dry, lemon jelly.Finish: Long, drying, white and new oak, chalk, cinnamon and honey.", £discontinued
"Aultmore 16 Years old 1997 Berrys’ (46%, Berry Bros & Rudd, Cask #3584, 2013)", Aultmore distillery,https://thewhiskyphiles.com/2020/06/13/aultmore-16-years-old-1997-berrys-cask-3584/, 16 Years Old,Scotch, 46%,https://thewhiskyphiles.files.wordpress.com/2020/06/aultmore-16-year-old-1997-cask-3584-berry-bros-rudd-whisky.jpg,"This is a Berry Brothers and Rudd independent bottling of Aultmore single malt Scotch whisky, drawn from a single cask. It was distilled back in 1997 and set aside to age in cask #3584 for 16 years. It was then bottled by Berry Brothers and Rudd in 2013, with no chill-filtration or additional colours.","Wow, looking back I realise it has been 4 years since since I wrote up an Aultmore tasting note. I guess it is not a distillery that is on my radar. Some great OB’s were released back in 2015 and perhaps some oddly specific and exclusive (i.e. too expensive) travel retail or wine cask finishes a little after. Looking back I feel Aultmore was trial “premiumised” with fairly abysmal results. Anyhow here is an affordable Indie bottling from Berry Bros and Rudd.My tasting notes:Appearance: Yellow gold (4/20), rounded, medium tears and long, thin legs.Nose: Fruity and perfumed, orchard blossom, apple, pear, banana, light honey, fruit cordial and syrups, vanilla and malty barley.Taste: Rich and full-bodied, fresh apples, crips pear, ripe banana and melon, even a touch of pineapple, syrup, honey, sweet malt and vanilla.Finish: Galia and honeydew melon and plenty of pear drop sweeties.", £discontinued
"Bruichladdich 21 Years old 1992 Dimensions (49.7%, Duncan Taylor, Cask #3987, 214 Bottles, 2014)", Bruichladdich distillery,https://thewhiskyphiles.com/2020/06/13/bruichladdich-21-years-old-1992-dimensions-3987/, 21 Years Old,Scotch, 49.7%,https://thewhiskyphiles.files.wordpress.com/2020/06/bruichladdich-21-year-old-1992-cask-3987-dimensions-duncan-taylor-whisky.jpg,"21 year old single malt Scotch whisky from the Bruichladdich distillery on Islay, bottled by Duncan Taylor. This is a single cask release from the Dimensions range, made to show off the multi-dimensional selection Duncan Taylor has to offer. The Bruichladdich cask was laid down in December 1992 and bottled in March 2014 with an outturn of 214 bottles.","An independently bottled Bruichladdich, distilled in 1992 and matured for 21 years before bottling by Duncan Taylor as part of their Dimensions series. Distilled 12/1992 and bottled 03/2014.My tasting notes:Appearance: Pale champagne gold  (3/20), medium-large tears, finer legs.Nose: Closed, dry and sweet, dried apples, barley flour, neutral sweet, a little dusty and musty, citrus fresh, minty, icing sugar.Taste: Mid sweet, quite neutral on the palate both spiti and cask, quiet almost, barley malt, barley sugars, hint of apples, dry with a touch of mint and eucalyptus.Finish: Spirity, drying and a touch sweet.", £discontinued
"Glentauchers 27 Years Old 1991 Connoisseurs Choice (56.8%, Gordon & MacPhail, 1st Fill Sherry Butt #6943, 473 Bottles, 2018)", Glentauchers distillery,https://thewhiskyphiles.com/2020/06/13/glentauchers-27-years-old-1991-connoisseurs-choice/, 27 Years Old,Scotch, 56.8 %,https://thewhiskyphiles.files.wordpress.com/2020/06/glentauchers-27-year-old-1991-connoisseurs-choice-gordon-and-macphail-whisky.jpg,Official tasting notes:,"Distilled at Glentauchers in 1991 and matured for 27 years before bottling in 2018 as part of Gordon & MacPhail’s Connoisseurs Choice range/cask stregth selection at 56.8% ABV. I originally got into Glentauchers from G&M’s distillery label bottlings which always impressed me, so great to try out a single cask at cask strength from htem.My tasting notes:Appearance: Amber gold  (11/20), medium-fine tears, fine legs.Nose: Sweet and syrupy, leather, fudge, sticky golden syrup, touch solventy and woody pear and apple fruits in vanilla custard, creme brulee, errs on the burnt sugars side.Taste: Zesty with a touch of flint minerality, mixed peels, tobacco leaf, woody, brown sugar, vanilla, cinnamon, nutmeg, caramelised sugars, cask char, wood smoke and mocha coffee.Finish: Medium, dark chocolate mocha coffee and raisins.", £199.95
"Springbank 15 Years Old 2002 (47.2%, OB, Cage, F Sherry HH, 1 Bottle, 2017)", Springbank distillery,https://thewhiskyphiles.com/2020/06/13/springbank-15-years-old-2002-47-2-ob-cage-f-sherry-hh-1-bottle-2017/, 15 Years Old,Scotch, 47.2%,https://thewhiskyphiles.files.wordpress.com/2020/06/springbank-15-years-old-fresh-sherry-hh.jpg,"Distilled 10th May 2002 and filled into a Fresh Sherry Hogshead, stored in Warehouse 7, before a sample bottle was collected for the cage at Cadenhead’s Campbeltown store in 2017. Bottled at 47.2% ABV.","Another old note I thought I had written up a long time ago and clearly had missed. Part of a batch of Cage bottlings, this was the oldest and also matured ina fresh Sherry-seasoned Hogshead. Somewhat surprising than that the ABV has dropped to 47.2% after 15 years, clearly a rather active cask.My tasting notes:Appearance:  Old Bordeaux (14/20), quick, medium tears leave fine legs.Nose: Fruity and sweet, red and dried fruits, cherry, tannic, pickled walnut, raspberry coulis, raspberry ripple ice cream, malty and peaty.Taste: Full of sweet and juicy fruit flavours, red berries, dried strawberry, raisin, raspberry, malty cereal barley, oak wood, mossy and earthy peat and woody oak coated in engine oil.Finish: Long, sweet dried fruits and gentle peaty smoke."," n/a, Cage prices"
"Glentauchers 8 Years Old 2008 Cask 23 Batch 17 (63%, The Good Spirits Co. 2016)", Glentauchers distillery,https://thewhiskyphiles.com/2020/06/11/glentauchers-8-years-old-2008-cask-23-batch-17/, 8 Years Old,Scotch, 63%,https://thewhiskyphiles.files.wordpress.com/2020/06/good-spirits-co-cask23.jpg,The mysteriously named Cask 23 is a continuously topped-up octave cask from which batches of unique blended whisky are sold – see their website for details of what’s being added.,"Located at 23 Bath Street in Glasgow, The Good Spirits Co. are one of the finest whisky shops in Glasgow. Hosts of regular tastings and also home to the eponymous living Cask 23. An onsite Octave whose fill details are available by batch. I have no idea if this is a Solera cask (i.e. never emptied) or not so it is hard to determine if this batch 17 is fully 8 year old Glentauchers or also a little bit of all the preceding batches too!My tasting notes:Appearance: Dark brown gold (16/20), quick large tears and fine legs.Nose: Dried fruits, raisins, sultanas, figs, damson, hint of chocolate, sweet. With water, sweeter, burnt, gristy malt, vanilla, polished oak wood, and very faint rubbery hints.Taste: Dried fruit, harsh and spirity, raisin, pine, milk chocolate, malty barley, gristy, walnut biscuits, maple syrup, maple & pecan danish, hints of nutmeg and pepper spice.Finish: Long, raisin, dry spices, tannic oak wood, nutmeg.", £20
"Dufftown 8 Years Old 2009 Bicentenary Drammie (46%, Morrison and MacKay, HH, 410 Bottles, 2017)", Dufftown distillery,https://thewhiskyphiles.com/2020/06/11/dufftown-8-years-old-2009-bicentenary-drammie-46-morrison-and-mackay-hh-410-bottles-2017/, 8 Years Old,Scotch, 46%,https://thewhiskyphiles.files.wordpress.com/2020/06/dufftown-bicentenary.jpg,"Distilled at Dufftown distillery 2/6/2009 and matured for 8 years in an American Oak Hogshead before bottling 5/6/2017 at 46%  ABV, producing 140 bottles at outturn.","An independently bottled Dufftown expression (better known as The Singleton of Dufftown from its parent Diageo) to celebrate the historic bicentenary of the town Dufftown itself. Bottled by Morrison & Mackay for The Whiskyshop Dufftown.My tasting notes:Appearance: Pale straw gold (3/20), medium tears and legs.Nose: Sweet honey and barley cereals, grist, flour, barley sugars, fruity apple, citrus, lemon, kiwi, sponge cake, vanilla, plenty of golden syrup sweetness, quite rich and honeyed on the nose.Taste: More biscuit and cereal than the nose suggests, mealy, mouth coating, sponge cake with a hint of zesty lemon and white pepper or lemon drizzle icing, buttercream, appel and pear fruits, lemon meringue and key lime pies with shortbread biscuit base.Finish: medium-long, cereal, fruit and honey persist with dry oak wood.", sold out
"New Town Blends – The Surgeons Ball (46%, Edinburgh Whisky, 2016)", n/a,https://thewhiskyphiles.com/2020/06/11/new-town-blends-the-surgeons-ball/, null,Scotch, 46%,https://thewhiskyphiles.files.wordpress.com/2020/06/new-town-blends-the-surgeons-ball-whisky.jpg,"A peaty expression from Edinburgh Whisky Ltd.’s New Town Blends series, titled The Surgeons Ball. Featuring hearty helpings of smoky Highland malts, this blended malt will be a tasty treat for chilly evenings…Tasting Note by The Chaps at Master of MaltNose: BBQ’d burnt ends, toasted sugar, Eccles cakes and a hint of charred oak.Palate: Orange peel and vanilla ice-cream, earthy smoke and melted chocolate.Finish: Hints of peat go on and on…","Produced by Edinburgh Whisky Ltd. this The Surgeons Ball expression is a blend of Highland malt whiskies.My tasting notes:Appearance: Pale rose gold (3/20), quick, medium tears and long fine legs.Nose: Barley malt, toffee, peat, lactic & young, new make, toffee, vanilla, very voltaile aromas shifting, peat, mossy, slightly phenolic, boiled cabbage, dry salty beef / coastal and meaty?Taste: Light bodied, vanilla, cream, peat, germolene, dentist office, disinfectant, phenol, slightly green, mossy, lichen, green banana, pear, barley grist, oily and buttery eventually.Finish: Shorter than expected, vanilla, barley than vaporous peaty influence with cereals present.", £40.85
"Ardmore 16 Years Old 2000 Old Particular (44.5%, Douglas Laing, Refill barrel #11168, 84 Bottles, 2016)", Ardmore distillery,https://thewhiskyphiles.com/2020/06/11/ardmore-16-years-old-2000-old-particular-11168/, 16 Years Old,Scotch, 44.5%,https://thewhiskyphiles.files.wordpress.com/2020/06/ardmore-16-year-old-2000-cask-11168-old-particular-douglas-laing-whisky.jpg,"A deliciously smoky 16 year old Ardmore, aged in a refill barrel from May 2000 to June 2016! This was bottled by Douglas Laing for their Old Particular range, with a small outturn of just 84 bottles.Tasting Note by The Chaps at Master of MaltNose: Meaty malt with a whiff of bonfire and smoked ham.Palate: The ham notes acquire a honey glaze. Barley persists underneath, imparting vanilla notes.Finish: BBQ and chocolatey toffee.","Distilled at the Ardmore distillery, famed for peated production. Still a distillery I have sampled relatively little from as I would err towards Islay for peated whisky, or many of the newer “peated” editions from numerous distilleries across Scotland now. This was part of a pair I tried, both 2000 vintages by Douglas Laing bottled a couple of years apart. The second was aged for 16 years in a refill barrel and bottled at 44.5% ABV.My tasting notes:Appearance: Mid gold (7/20), quick, medium tears and medium legs.Nose: Fresher and zestier, orange and lemon peels, dry and dusty, milled barley flour, peat, lemongrass and white pepper, muted peat smoke.Taste: Soft white fruits, peach, apricot, white flowers, apple, dusty and dry, white pepper, barley flour, lemon cream, a little buttery, vanilla, white musk, peat ash and light smoke.Finish: Medium, drying milled barley.", £discontinued
"Ardmore 14 Years Old 2000 Old Particular (48.4%, Douglas Laing, Refill barrel #10593, 195 Bottles, 2014)", Ardmore distillery,https://thewhiskyphiles.com/2020/06/11/ardmore-14-years-old-2000-old-particular/, 14 Years Old,Scotch, 48.4%,https://thewhiskyphiles.files.wordpress.com/2020/06/ardmore-14-year-old-2000-cask-10593-old-particular-douglas-laing-whisky.jpg,"This is an independent bottling of Ardmore single malt Scotch whisky, presented by the wonderful folk at Douglas Laing. It was distilled by Ardmore in 2000, when the distillery still used direct heating of their still, and left to age in a refill barrel for 14 years. It was bottled for the Old Particular range in December 2014 with an outturn of 195 bottles.","Distilled at the Ardmore distillery, famed for peated production. Still a distillery I have sampled relatively little from as I would err towards Islay for peated whisky, or many of the newer “peated” editions from numerous distilleries across Scotland now. This was part of a pair I tried, both 2000 vintages by Douglas Laing bottled a couple of years apart. The first was aged for 14 years in a refill barrel and bottled at 48.4% ABV.My tasting notes:Appearance: White wine gold (6/20), medium-fine tears and long fine legs.Nose: Dusty and dry, lemon rind, vanilla, peat smoke, biscuity barley, mineralic, anthracite, coke-like peat, wood ash, lemon puff biscuits.Taste: Medium-light bodied, neutral-sweet, lemon, dried lemon slices, vanilla custard, sweet pastries, brown toast, a little honey, dry, ashen peat, quite gentle on the palate.Finish: Medium-long, barley sugars, bbq ash and black pepper.", £discontinued
