酒名,酒廠,url,年分,產地,酒精度,照片url,內容,評論,價錢
"The Whiskymaker’s Reserve No.2 (60.9%, OB, 4788 Bottles, 2019)", The Lakes Distillery,https://thewhiskyphiles.com/2020/01/06/the-whiskymakers-reserve-no-2/, null,England, 60.9%,https://thewhiskyphiles.files.wordpress.com/2020/01/the-lakes-whiskymakers-reserve-no-2-whisky.jpg,"The Lakes Single Malt Whisky Whiskymaker’s Reserve No.2 is an intense and robust expression, bottled at cask strength (60.9% ABV) and matured in the finest, meticulously sourced PX, red wine and bourbon casks. Non-chill filtered and bottled at natural colour.The nose is rich and complex with dry fruits and treacle, creamy layers of wood spice and comforting vanilla on the palate and a long, luxurious finish.The Whiskymaker’s Reserve is an artistic exploration of oak and blending; of flavour evolution and defining a house style. Creating a new whisky requires a framework of sorts, but there has to be room within it to play, to follow gut feeling and instinct. The architecture of each release of Whiskymaker’s Reserve will evolve in keeping with both our increasing sherry cask influence and our sense of adventure.Enjoy as you please. As this release is bottled at cask strength, we recommend adding a few drops of water to open up the flavours.Official tasting notes:Nose: SULTANAS, TREACLE, SUN-DRIED FIGS AND GENTLE SPICES.Palate: WARMING SPICES, VANILLA AND DRY FRUITS.Finish: LONG AND WARMING WITH A SMOOTH, CREAMY MOUTHFEEL.","The second instalment of The Lakes Distillery Whiskymaker’s Reserve collection.This post was sponsored by The Lakes Distillery by provision of a sample of this product.My tasting notes:Appearance: Full amber gold (10/20), fine tears and medium-fine legs.Nose: Polished and waxed fruits, spicy, cinnamon, redcurrant, raisin, red apple skin, plum, a little cloyingTaste: Red apple skin dusted with cinnamon, hotter on the palate with spirity fruit and toffee notes, some polished wood and dry vanilla podsFinish: Long, fruity, reflux/spirity prickly spices and tannins", £63.95 available from Master of Malt (opens masterofmalt.com)
"The One Port Cask Finish (46.6%, OB, 2019)", The Lakes Distillery,https://thewhiskyphiles.com/2020/01/06/the-one-port-cask-finish/, null,England, 46.6%,https://thewhiskyphiles.files.wordpress.com/2019/10/the-one-port-cask-finish.jpg,"This release of The One is a singular blend of The Lakes Single Malt and select Scotch grain and malt whiskies. This blend was finished for one year in first-fill Tawny Port Casks from Portugal, personally sourced by our whiskymaker, Dhavall Gandhi.Full-bodied and smoky with ripe cherries and plums on the nose leading to hints of nutmeg and black pepper with a long, warming finish.Non-chill filtered for a richer mouthfeel and fuller flavour, with only the natural colours derived from our oak casks in every bottle. Bottled at 46.6% ABV.Official tasting notes:Nose: STONE FRUIT, CHERRIES, GENTLE SPICE, RIPE PLUMS, WOOD-SMOKE.Palate: FULL BODIED AND SMOKY WITH RIPE CHERRIES AND PLUMS, LEADING TO HINTS OF NUTMEG AND BLACK PEPPER.Finish: LONG AND WARMING. SMOKY WITH  A LAYER OF CHERRY AND PLUMS.","The new/reworked The One Signature blend with an additional Port Cask finish using Tawny Port Casks for a full year of maturation.This post was sponsored by The Lakes Distillery by provision of a sample of this product.My tasting notes:Appearance: White Burgundy (6/20), slow-forming, medium tears, finer legs.Nose: Smoky, radiator, warm bathtub, rubber, bouncy! slightly green wood smoke, pine and cedar, sappy.Taste: Strawberry essence, oily and buttery, sweet and jammy forest fruits then moves into flapjacks in syrupFinish: Long, black pepper spice and sweet red fruits on granary toast", £47.95 available from Master of Malt (opens masterofmalt.com)
"The One Signature Blend (46.6%, OB, 2019)", The Lakes Distillery,https://thewhiskyphiles.com/2020/01/06/the-one-signature-blend/, null,England, 46.6%,https://thewhiskyphiles.files.wordpress.com/2019/10/the-one-signature-blend.jpg,"The signature release in The One collection, this is a singular blend of The Lakes Single Malt and select Scotch grain and malt whiskies from the Highlands, Speyside and Islay. Personally sourced and blended in the Lake District National Park by our whiskymaker, Dhavall Gandhi.This is a complex yet balanced fine blended whisky with hints of stone fruit, treacle, light spice on the nose. Deliciously compelling on the palate with notes of honey-roasted nuts, wood spice, dried fruits and gentle wood smoke.Non-chill filtered for a richer mouthfeel and fuller flavour, with only the natural colours derived from the oak casks in every bottle. Bottled at 46.6% ABV.Enjoy as you please. Add a few drops of water to open up the flavours, or try one of our signature serves below.","A reworking of The Lake Distillery signature blend by thier new whisky maker Dhavall Gandhi. The One no longer consists of whisky sourced from each country in the British Isles but now a more restricted (geographically at least) blend of Scotch single malt from Speyside and a lightly peated Islay are combined with the Lakes distilleries own spirit to form the base of this Signature blend.This post was sponsored by The Lakes Distillery by provision of a sample of this product.My tasting notes:Appearance: Chardonnay (6/20), medium tears and legs.Nose: Cosy coal and wood-fired snug, soft caramel and fudge notes, treacle toffee, sticky toffee pudding and peach cobbler and a splash of creme anglaisTaste: Lighter on the palate and more refined honey/caramel notes, more baked or pudding sweetness, integrated fruits and cereal, bakewell tart, nutty, slightly coppery and smokyFinish: Medium-long, initial coal smoke and liquorice hit fades to honey and nuts.", £37.95 available from Master of Malt (opens masterormalt.com)
"The Whiskymaker’s Reserve No.1 (60.6%, OB, 5922 Bottles, 2019)", The Lakes Distillery,https://thewhiskyphiles.com/2019/10/08/the-whiskymakers-reserve-no-1/, null,England, 60.6%,https://thewhiskyphiles.files.wordpress.com/2019/10/the-lakes-whiskymakers-reserve-no1-whisky.jpg,"The Lakes Single Malt Whiskymaker’s Reserve No.1, bottled at cask strength (60.6% ABV) to ensure maximum flavour, is a full-bodied expression, matured principally in finest, meticulously sourced PX and red wine oak casks, comprising American, Spanish and French oak. Non-chill filtered and bottled at natural colour. Each bottle of The Whiskymaker’s Reserve No.1 is individually numbered.The nose is rich and vibrant with vanilla, chocolate and wood spice, layers of dry fruits, ginger and orange on the palate and a long, warming finish.The Whiskymaker’s Reserve is an artistic exploration of oak and blending; of flavour evolution and defining a house style. Creating a new whisky requires a framework of sorts, but there has to be room within it to play, to follow gut feeling and instinct. The architecture of each release of Whiskymaker’s Reserve will evolve in keeping with both our increasing sherry cask influence and our sense of adventure.","The inaugural single malt whisky (i.e. 3 years old) release out of The Lakes Distillery, and the first to truly showcase their intended house style from their new whiskymaker Dhavall Gandhi. Dhavall brings plenty of his experience working with sherry casks from his time at The Macallan distillery in Speyside.This post was sponsored by The Lakes Distillery by provision of a sample of this product.My tasting notes:Appearance: Light amber gold (9/20), fine tears and medium-fine legs.Nose: Spiced, a little prickly and almost herbal in places, dried fruits, raisin, red berry and red apples are joined by cinnamon, chocolate and honey.Taste: Polished wood, orange peel both fresh and a little candied with ginger and dark chocolate, vanilla, caramel, creme brulee, polished highland toffee.Finish: Long, warming spiced toffee and tannic red apple skin", £65 available from The Lakes Distillery
"Cotswolds 3 Years Old Batch #1 (50.4%, That Boutique-Y Whisky Company, 1783 Bottles, 2018)", Cotswolds Distillery,https://thewhiskyphiles.com/2019/10/08/tbwc-cotswolds-3-years-old-batch-1/, 3 Years Old,England, 50.4%,https://thewhiskyphiles.files.wordpress.com/2019/10/cotswolds-3-years-old-batch-1-tbwc.jpg,"A fine sip from Cotswolds Distillery, they’ve been producing outstanding natural spirits since 2014. This is a balanced whisky carrying a real depth of flavour from time spent in the finest oak casks and was made using locally sourced and hand turned Cotswolds barley. Have you ever been to this lovely part of the world? It’s ever so quaint, as depicted on our label artwork. You’ll always receive a friendly welcome whenever you visit and… hang on, what’s that poking out from underneath the bushes? You’ll do well to remember that every village has its secrets.Official tasting notes:Nose: Sweet and rich on the nose – there’s caramelised almonds, sweet pineapple, cherries, a hint of vanilla too.Taste: The sweetness continues, but citrus-y warmth interjects – there’s lemon, orange and grapefruit.Finish: Quite a leafy,, fresh finish with green grapes, freshly cut grass and a dash of lemon.","My first sampling of England’s Cotswolds distillery comes via the indie bottler That Boutique-Y Whisky Company, with this 3 year old expression.My tasting notes:Appearance: Bright yellow gold (8/20), numerous fine tears and medium legs.Nose: Sweet, vanilla, bright, citrus fruits, apple green and zesty skin, coocnut, milled barley flour, elderflower syrup and polished wood.Taste: Zesty and sharp on the palate with lime zest and coconut, a little green coconut flesh and cream, green banana, thick and oily, white pepper, malted barley, sharp and tannic oak wood and sandalwood.Finish: Long, dry, spiced ginger and grapefruit", £58.95
"Kavalan Classic Single Malt (40%, OB, 2018)", Kavalan distillery,https://thewhiskyphiles.com/2018/11/24/kavalan-classic-single-malt/,null,Taiwan, 40%,https://thewhiskyphiles.files.wordpress.com/2018/11/kavalan-single-malt-whisky.jpg,"Kavalan Classic Single Malt Whisky exemplifies the sheer quality of whisky currently coming out of Taiwan. The skills of Master Blender Ian Chang work with the humid Taiwanese climate to create whisky that is diverse and complex. Fresh and clean, the spirit is rich with silky smoothness and hints of tropical fruits, mango in particular.Official tasting notes:Color: Lively and passionate amberNose: Clean, elegant, floral (pleasant & refreshing fragrance of the butterfly orchid), fruity and seductive. With hints of honey, tropical fruits (mango in particular), pear drop, vanilla, coconuts and suggestions of chocolate.Palate: A hint of sweet mango juice with that spicy complexity and gentle warmth on a medium, oily and citrus finish.","Sampled during the 2018 #WhiskyAdvent tweet tasting with @TheWhiskyWire and Drinks By The Dram.The basic Single Malt whisky expression from Kavalan, matured in ex-Bourbon casks.My tasting notes:Appearance: Bright yellow gold (8/20), medium tears and defined, medium legs.Nose: Fruity, peach, apple, pear, apricot, sugary and sweet vanilla, a little perfumed malt then wood, malted barley flour, quite gristy persists, mealy.Taste: Quite light and silky on the palate, buttered toffee apples, malted barley, mixed fruit medley including fresh pear, apple and mango, woody oak, vanilla, wood spices, cinnamon? and butterscotch.Finish: Short, toffee then mixed fresh fruit peels.", £60
"Brenne Cuvee Speciale (40%, OB, 2018)", Brenne distillery,https://thewhiskyphiles.com/2018/11/21/brenne-cuvee-speciale/,null,France, 40%,https://thewhiskyphiles.files.wordpress.com/2018/11/brenne-french-single-malt-whisky.jpg,"SEED TO SPIRIT Brenne Whisky starts in the earth. We distill 2 types of heirloom barley varietals that are grown organically in the fields surrounding our distillery.AGED IN FRENCH OAK & COGNAC BARRELS  Brenne Whisky is aged in both new French Limousin oak barrels and Cognac casks, giving it a big bouquet of fruit, pastry and vanilla cream notes that set it apart from other Single Malt whiskies.COGNAC DISTILLING TECHNIQUE Using a Cognac yeast strain for the fermentation and small batch production, Brenne Whisky is twice distilled in copper alembic stills for an incredibly smooth finish.NO AGE STATEMENT Because Brenne Estate Cask is aged in Cognac Barrels, the aging for each of those barrels differs as it depends on how long the Cognac was in the barrel before. On average, the whisky ages for a total of about 7 years.Bottled at 40% abv (80 proof)","Sampled during the 2018 #WhiskyAdvent tweet tasting with @TheWhiskyWire and Drinks By The Dram.A rather unusual single malt whisky hailing from the Cognac region of France.My tasting notes:Appearance: Antique gold (7/20), large tears and large, loose legs.Nose: Herbal & leafy, sweet, fragrant, vanilla, rose, Turkish delight, bubblegum, candyfloss and fresh apples.Taste: Rose jelly, Turkish delight, rose & vanilla white chocolate, bubblegum (those old style coloured bubblegum balls)Finish: Short, a little tannic & spirity, like over-chewed bubblegum.", £55.95
"The ONE Port Edition Prototype Cask Strength (60.2%, OB, 2018)", null & The Lakes Distillery,https://thewhiskyphiles.com/2018/11/14/the-one-port-edition-prototype-cask-strength-60-2-ob-2018/,null,England, 60.2%,https://thewhiskyphiles.files.wordpress.com/2018/11/img_9205.jpg?w=1200,"The One Port Cask Expression Prototype: 60.2% ABV – Blended British Whisky – Coming Spring 2019.This is a prototype preview sample at cask strength of a port expression we’ll be releasing next year.Official tasting notes:The Port casks are made-up of American oak and that gives it the distinctive vanilla and ripe fruit character to the whisky, Plums; Wood spice; Cocoa beans","Sampled during the #LakesDistillery Twitter tasting with @LakesDistillery, @WhiskyMaker Dhavall Gandi and @TheWhiskyWireTo be released in 2019 this is The Lakes British Blended The ONE whisky finished in Port-seasoned American Oak casks. Presented here as a prototype at Cask strength of 60.2%, the plan is to rlease this spring 2019 at 46.6% though they are toying with the idea of releasing a Cask Strength version of this one.My tasting notes:Appearance: Crimson! (15/20), medium, rounded tears and fine legs.Nose: Jammy, fruity and woody, cranberry, damson and raspberry dried and jam – quite sticky on the nose, powdered spice cinnamon and clove precede dusty dunnage warehouse or Porto cellar wood.Taste: Rich plum sauce, strawberry and damson jam, sweet malt extract, Jamaican ginger cake, dark chocolate-coated ginger, creamy and buttery treacle toffee and vanilla fudge, charred oak wood.Finish: Medium, milk chocolate covered raisins.", n/a
"The ONE Sherry Limited Edition (46.6%, OB, 5500 Bottles, 2018)", null & The Lakes Distillery,https://thewhiskyphiles.com/2018/11/13/the-one-sherry-limited-edition/,null,England, 46.6%,https://thewhiskyphiles.files.wordpress.com/2018/11/the-one-limited-edition-sherry-expression-p280-935_medium.jpg,"This limited edition bottling is limited to only 5,500 bottles, each of which are individually numbered making each bottle unique. For the first time, this limited edition of The ONE will be bottled at 46.6% ABV allowing us to retain the smoothness and the depth of flavour imparted by our casks. This whisky will be non-chill filtered and bottled at natural colour.The ONE Sherry Expression is a beautifully blended whisky comprising of whiskies from across the British Isles, carefully sourced and blended by our Whiskymaker to create a harmonious flavour profile that reflects the passion and diversity of our island nation.The ONE is then finished in the finest first-fill PX casks from Spain to add a layer of dried fruits and spice. These casks were handcrafted in in the Andalucía region of Spain by our trusted suppliers before arriving in the UK to be filled with the ONE, and only, British Isles blended whisky.Enjoy neat, or add a drop of water to release the subtle flavours and aromas of this outstanding whisky.Official tasting notes:Dried fruits with hints of fresh ginger, toffee nutmeg and gentle wood smoke.The palate is smooth and creamy with notes of vanilla and sun-dried raisins.","Sampled during the #LakesDistillery Twitter tasting with @LakesDistillery, @WhiskyMaker Dhavall Gandi and @TheWhiskyWireSimilar to the The One PX cask finish 2017 (our review here), this new Limited Edition blend for 2018 has been finished in ex PX sherry casks. This new edition however has been bottled at 46.6%, one of the changes made by The Lakes Distillery’s new Whisky Maker Dhavall Ghandi.My tasting notes:Appearance: Amber orange gold (11/20), sparse, medium tears leave well-defined, medium-fine legs.Nose: Sweet, smoky and nutty, vanilla, smoked almonds, dried fruits; raisin, ginger and nutmeg spices, there’s something quite floral and orange oil sweet about this one too, a dry malted barley flour cereal aroma lingers.Taste: Medium-bodied, creamy vanilla, dried fruits, nutty almond milk, gentle spices, tobacco leaf, ginger and orange marmalade, sappy oak wood, ginger spice and fresh wood tannins combine.Finish: Long, drying with spices countering the combined orange marmalade and honey sweetness, some leafy herbality.", £45 available from The Lakes Distillery
"London Single Malt Spirit Port 2 Years Old (62.5%, OB, Port Cask #39, 2018)", Bimber distillery,https://thewhiskyphiles.com/2018/09/26/london-single-malt-spirit-port-2-years-old-62-5-ob-port-cask-39-2018/,null,England, 62.5%,https://thewhiskyphiles.files.wordpress.com/2018/09/bimber_port_cask_matured_with_wooden_box_1024x1024.jpg,FIRST RELEASE PRE-SALE,null, £250 (pre-release)
"London Single Malt Spirit Sherry 2 Years Old (63.2%, OB, PX Cask #31, 2018)", Bimber distillery,https://thewhiskyphiles.com/2018/09/26/london-single-malt-spirit-sherry-2-years-old-63-2-ob-px-cask-31-2018/,null,England, 63.2%,https://thewhiskyphiles.files.wordpress.com/2018/09/bimber-sherry_cask_matured_with_wooden_box_1024x1024.jpg,"FIRST RELEASE PRE-SALEThis London Single Malt is made from English barley, floor malted in the old-fashioned way, creating a unique malt of outstanding quality. Double distilled in traditional copper pot stills for a refined & complex flavour. Maturing in first-fill specially selected ex-Pedro Ximenez Sherry casks at Bimber Distillery, allowing for the full influence of the cask to be imparted on to the whisky.Cask31 – ex-P X Sherry – 250 litresFilled date: 07.2016Non-chill filteredNatural cask strengthNatural colourSingle caskThe Sherry Cask Matured release is the first of its kind .This single malt spirit will mature into whisky in 2019, when we will bottle and release a single cask.(Limited to 200 bottles)This limited release of 200 bottles only is available to purchase now. If you would like to reserve a specific bottle number, please contact us directly.After purchasing, you will receive samples from the cask as it matures, starting with the new-make spirit and a certificate of ownership:Upon purchase: Certificate of ownership2019:  1x 70cl Bimber Single Malt London Whisky in wooden box (Sherry cask matured, single cask, one of 200 bottles only)You will also become a lifetime member of Bimber Distillery’s Whisky Club, receiving advanced notification of all future releases, as well as 10% discount on direct purchases of all Bimber products.","Thanks to Bimber distillery for the sampleDistilled at Bimber distillery in 2016 and filled into ex-Pedro Ximenez sherry cask #031, this sample was drawn at 2 years old in 2018 at 63.2% ABV.My tasting notes:Appearance: Burnished copper (10/20), rare, slow, medium-fine tears and tapered legs.Nose: Quite spirity and spiced, freshly grated cinnamon and nutmeg, pine-nut and fresh apple, pear, peach and apricot, initially, then residual malt, toffee and nut, cinnamon and hazelnut latte, butterscotch and soft suede leather.Taste: Much more rounded and full-bodied, a strong malt and toffee backbone, plenty of chopped mixed nuts, a polished edge to the toffee precedes a burst of finely milled baking spices, peanut brittle relaxes into hazelnuts, roasted, pureed and a little mixed with cocoa/chocolate like Nutella spread on a croissant.Finish: Long, nutty, vaporous (at cask strength) with nutty oak tannins and hints of cinnamon, lacks a little sweetness?", £250 (pre-release)
"London Single Malt Spirit Signature 2 Years Old (46%, OB, Batch 001, 2018)", Bimber distillery,https://thewhiskyphiles.com/2018/09/26/london-single-malt-spirit-signature-2-years-old-46-ob-batch-001-2018/,null,England, 46%,https://thewhiskyphiles.files.wordpress.com/2018/09/bimber-signature-2-year-old.jpg?w=900,"We are releasing a small test batch of our London Signature, the flagship blend of Bimber Distillery’s London Single Malt Whisky at six months old and 46% ABV.Alongside our new-make spirit, this test batch is the next step in our journey to releasing our London Single Malt Whisky in 2019.I is a unique, complex and rounded combination of our first fill ex-Bourbon, ex P•X Sherry & Virgin American Oak aged whiskies.Production MethodEnglish barley, floor malted in the old-fashioned way, creating a unique malt of outstanding quality.Double distilled in traditional copper alembic stills for a refined & complex new-make spirit.Matured in specially selected casks at Bimber Distillery, London.Official tasting notes:Nose:  Warm malty cereal with vanilla and smoky dried fruits, with smoked nuts.Palate:  Malted fruit loaf, hot milk, candied tropical fruits.  Rich and warm smoke with a touch of chocolate.Finish:  Soft honey, vanilla and tobacco","Thanks to Bimber distillery for the sampleOriginally released at 6 months old, this 46% ABV Signature edition is made from marrying Bimber single malt spirit matured in ex-Bourbon, ex-Sherry and Virgin oak casks together. Now at 2 years old, this will eventually carry the label whisky after 3 years.My tasting notes:Appearance: Yellow gold (7/20), oily, quick, medium-sized tears leave slightly finer legs.Nose: Heady, sweet candy floss aromas, strawberries and cream, pipe smoke and tobacconist shops, oak wood, leather, heavily iced and marzipan bound fruit cake; Wedding cake, a thick and sickly sweet chocolate sauce.Taste: Medium-bodied, warming, molten toffee and caramel, and charred marshmallows melt on the palate, the dried fruit is much sharper on the palate, including raisins with hints of blackcurrant and cranberries, liqourice root dipped in dark chocolate and some drying nut, reminds me of brazil nut or pistachio inner-coating/skin.Finish: Medium, a burst of tobacco smoke, leaves a slightly drying, tannic and nutty oak balance with honey.", £6 for 5cl
"Bimber New Make Spirit (63.5%, OB, Batch 095, 2018)", Bimber distillery,https://thewhiskyphiles.com/2018/09/26/bimber-new-make-spirit/,null,England, 63.5%,https://thewhiskyphiles.files.wordpress.com/2018/09/bimber-new-make-spirit.jpg?w=900,"Our new-make spirit is available only in 5cl miniatures.  It is bottled at the cask-fill strength of 63.5%abv, so we recommend diluting with a little water to open the full range of aroma and flavour.Working with Warminster Maltings to source the finest malted English Barley; we mash, ferment and double-distil to create a refined single malt spirit of true character.Production MethodEnglish barley, floor malted in the old-fashioned way, creating a unique malt of outstanding quality.Double distilled in traditional copper pot stills for a refined & complex new-make spirit.Official tasting notes:Appearance Clear yet distinctly oily and dense, its legs fall slowly and sit tight together, alluding to the strength and concentration of the spirit.Nose Intensely rich, sweet bready notes of fresh dough and tropical fruit lift through the heady malt aromas.  It is concentrated, and a drop of water allows layers of aroma to open and reveal delicate tones of honey and heatherPalate Malted banana bread with custard: an almost chewy, rich and creamy texture with refined warmth.  It has a Mezcal like tones and incredible persistence.Finish The malty sweetness dissipates, lifted by the alcohol, to leave an ethereal impression of delicate, honeyed fruit.","Thanks to Bimber distillery for the sampleThis is the new make spirit (or direct from the still distillate) that will mature in oak casks to become Bimber’s London Single Malt whisky.I don’t normally score/review New Make as it hasn’t been cask aged, however as this sample set begins I though it would be good to set my palate to the raw spirit first to truly investigate and understand the following 2 year old cask maturations.My tasting notes:Appearance: Gin clear (0/20), medium tears and oily, medium-fine legs.Nose: Very sweet, baking cakes, proving bread and yeasty dough combine with pineapple, peach and mango, a dry cereal or grist, reminds me of sawdust almost, with time and warmth a faint butyric edge develops to the sweetness.Taste: Medium bodied, with lighter spirity/vaporous nature to be expected at this strength, quite malty, an effervescence like icing sugar, slightly metallic but leaves a rich toffee sauce and cream.Finish: Medium-long, slightly caramelised malt and tinned peaches.", £5 for 5cl
"Steel Bonnets (46.6%, OB, 2018)",  The Lakes Distillery & null,https://thewhiskyphiles.com/2018/09/14/steel-bonnets-blended-malt-whisky/,null,England, 46.6%,https://thewhiskyphiles.files.wordpress.com/2018/08/steel-bonnets-whisky.jpg,"Steel Bonnets is the first cross-border blend of exceptional English and Scotch malt whiskies.We have created Steel Bonnets blended malt whisky to honour the memory of those people who lived in the Border Marches of England and Scotland during the 13th – 17th centuries.In early English, to ‘reive’ is to rob, and from this were born ‘The Border Reivers’, nicknamed the ‘Steel Bonnets’ after the helmets they wore for protection. ‘Steel Bonnets’ was the nickname given to the community known as the Border Reivers, and is now also the name we have chosen the worlds’ first ever blend of English and Scotch Malt Whisky.This Frontier territory, so distant from Crown control of both nations proved difficult to govern. In fact, the people of the Border Marches did not see themselves as either English or Scottish and therefore developed a certain independence of spirit that set them against the world. Their allegiance was to kin, not kingdom. Loyalty was to the tribe, or clan – to family. These loyalties had no border or king, but united them under their clan name.Past hostilities forgotten, this is a union of all that is good.Official tasting notes:Creamy vanilla and comforting woodsmoke are interwoven to create a whisky born of the unique rugged character and heritage of the of the Scottish & English borderlands. The whisky has creamy, slightly nutty & full bodied flavour.","Thanks to The Lakes Distillery for the official sample.Another blended whisky first from The Lakes distillery as I’m pretty sure their The One blend was the first to use whisky from all of the British Isles.This has been made using Malt whisky from The Lakes Distillery and select Scotch single malt whiskies, I don’t know where I heard it from but there has been a suggestion that Bunnahabhain malt may feature heavily?I have already read a few reviews of this expression which appear to have been tainted by the bitter taste of advertising or pricing. However as usual I try to analyse what is in the bottle rather than the marketing and price tag that are attached and leave you our readers to decide if you think it is worth buying/trying.My own opinion on the marketing extends as far as saying that at least The Lakes are trying to establish a historical context within their local region. The development of a local fanbase is exceedingly shrewd going forward with the competition and sheer number of new distilleries. Also the development of a new category of blended malt of which we probably haven’t seen or tasted the like for over 100 years when last English distilleries mass produced mostly grain but also some malt for bulking out/blending with Scotch output.My tasting notes:Appearance: Full amber gold (10/20), quick, medium-fine tears leave fine legs.Nose: Honey sweet, toffee, hint of smoke, vanilla, butterscotch, slight earthiness, malty or malt loaf – on the sweeter side.Taste: Crisp on the palate and medium-full bodied, with oily and waxy oranges, orange oil, ginger, treacle or treacle toffee, molasses, orange & ginger marmalade, zesty orange and red grapefruit, malt, toffee, hints of clove or aniseed, earthy herbality, liqourice root, wood smoke, cayenne pepper heat, nutty.Finish: Long, sweet, treacle, bitter & spiced element, black pepper.", £64.95
"Paul John Peated Select Cask (55.5%, OB, 2018)",  Paul John distillery,https://thewhiskyphiles.com/2018/08/08/paul-john-peated-select-cask-55-5-ob-2018/,null,India, 55.5%,https://thewhiskyphiles.files.wordpress.com/2018/08/paul-john-peated-select-cask-whisky.jpg,"https://pauljohnwhisky.com/en/singlemalt/peatedOne never tires of Goa. From exploring its various personalities, its past, its present, its sheer decadence or perky cheer. For the true explorer, Goa always has a surprise tucked up its sleeve. Much like the Paul John Select Cask Peated. This Single Malt astonishes even a seasoned whisky aficionado. Unexpected flavours balance each other, offering the perfect tipple. It is a wholesome Goan experience, packed into every sip.Official tasting notes:Colour: Golden mahogany.Nose: The smoky, sweet and earthy fragrances have mellow resonances of spice.Palate: As the crisp Muscovado and Demerara sugars create layered nuances, the smokiness of the Single Malt sets in, creating a perfect balance. A hint of spice radiates from the hickory and Dominican-style cocoa.Finish: The delicate finish of this Single Malt has notes of Dominican cocoa laced with the tart edge of marmalade.Pairing: This extremely complex whisky needs food that can complement it well. Tender, juicy steaks and blue cheese can help you unravel every nuance of this magnificent malt from Goa.","Revisited during Livingston Whisky Club Paul John Tasting hosted by their brand ambassador Shilton Almeida on 3rd August 2018.Dram #5 was this Peated Select Cask, batches of around 50 casks are identified for their superior maturation quality and married together, remaining at cask strength for bottling. The minimum age is around 6 years old and for this edition only casks made from Highland or Islay-peated malt are used.My tasting notes:Appearance: Darkorange bronze (11/20), medium-large and oily tears leave medium legs.Nose: Sweet and fruity with oranges and peach, fresh leather, barley malt, heather and grassy, peat smoke, nutty and spiced.Taste: Chewy barley malt, toffee, suede leather, melting butter, fudge, toffee, mossy/earthy peat and spices develop, cinnamon, black pepper, cocoa powderFinish: Long, peated, crisp, spiced-peat, eucalyptus and hints of wintergreen oil.", £59.95
"Paul John Bold (46%, OB, 2018)",  Paul John distillery,https://thewhiskyphiles.com/2018/08/08/paul-john-bold-46-ob-2018/,null,India, 46%,https://thewhiskyphiles.files.wordpress.com/2015/12/paul-john-bold-single-malt-whisky.jpg,"https://pauljohnwhisky.com/en/singlemalt/boldBold is a journey that leads you down the unexplored, unchartered terrains of Goa. It offers you a slice of its best-kept secrets, unravelling the mysteries, bit by little bit. This expression of ours invites you to leave the trail, tread the path less taken and plunge headlong into the delicious depths of Goa.Official tasting notes:Colour: Liquid GoldNose: After the slightest whiff of smoke, a dizzying array of Manuka honey, prickly spice and bourboneque red liquorice takes over.Palate: This melt-in-the-mouth malt has the most profound flavours crashing in like waves. At first, the delivery feels sublimely silky and studded with oak-like honey. And just when you think you’ve savoured it all, you are surprised by a hefty second wave of spice. This is followed by a cloudy, smoky feel that coats the roof of the mouth and leaves a tidal wave of dry molasses, peaty soot and a degree of copper in its wake.Finish: Bold has a light finish with a tinge of copper slowly making its presence known. You can also sense a gorgeous smoked mocha shaped by delicate and intricate spices.","Revisited during Livingston Whisky Club Paul John Tasting hosted by their brand ambassador Shilton Almeida on 3rd August 2018.Dram #4 was this Bold expression from their Flagship range.Distilled from Islay-peat dried Himalayan 6 row barley and matured for around 5 years in American oak ex-bourbon casks.My tasting notes:Appearance: Yellow Gold (8/20), medium tears and medium-fine legsNose: Vanilla Cream, briny and mineralic, peat influence is medicinal and coastal, some barley malt, honey, toffee and fruit, particularly fruit rinds or dried fruits, tobacco and sandalwoodTaste: Sweet and peaty, like tablet and peat smoke mixed, with repetitive sips the peat influence diminishes on the palate and reveals vanilla, spiced cinnamon, iqourice and cocoa powder with some coffee grounds.Finish: Long, peaty, quite medicinal but restrained by the sweetness, persists.", £39.95
